gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TenureGroup,EngagementScore,churn_prob,risk_band,recommended_action,top_drivers
Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,4-6yr,4,0.009498406947896866,Low,No offer; monitor,No dominant driver flagged
Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,0-1yr,1,0.5654832469311023,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,0-1yr,0,0.36561180220256373,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,0,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.8,94.4,0-1yr,1,0.43534517872845785,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Female,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,521.1,0-1yr,3,0.5770460332098559,High,Priority retention offer + contract/autopay push,Month-to-month contract; Electronic check payment
Female,0,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,1-2yr,3,0.3546727222709177,Low,No offer; monitor,Month-to-month contract; Electronic check payment
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,0-1yr,0,0.15452901786502862,Low,No offer; monitor,Month-to-month contract; Low service engagement
Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,0-1yr,1,0.3380971692950664,Low,No offer; monitor,Month-to-month contract; Low service engagement
Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,4-6yr,4,0.3327675569308276,Medium,Low-cost nudge + service engagement bundle,Fiber optic internet; Electronic check payment; High monthly charges
Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,0-1yr,2,0.7827348359367859,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1245.6,4-6yr,0,0.0034053593284987223,Low,No offer; monitor,Low service engagement
Female,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,1-2yr,6,0.1351990751075718,Low,No offer; monitor,Month-to-month contract; High monthly charges
Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,2-4yr,2,0.027602693456411753,Low,No offer; monitor,No dominant driver flagged
Male,1,Yes,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.9,118.25,0-1yr,1,0.6838835383521639,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,1-2yr,0,0.011458526797392609,Low,No offer; monitor,Low service engagement
Female,0,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),43.7,2696.55,4-6yr,4,0.018893439145286406,Low,No offer; monitor,No dominant driver flagged
Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,1-2yr,1,0.24761923684919676,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low service engagement
Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.85,1267.05,4-6yr,0,0.004241457373100645,Low,No offer; monitor,Low service engagement
Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,494.9,2-4yr,0,0.01451681468626617,Low,No offer; monitor,Low service engagement
Male,0,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.45,799.0,1-2yr,1,0.16641998661509683,Low,No offer; monitor,Month-to-month contract; Low service engagement
Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,4-6yr,4,0.1729342489900426,Low,No offer; monitor,Fiber optic internet; High monthly charges
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,20.1,0-1yr,0,0.2036324889064636,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,0-1yr,0,0.04142540582990017,Low,No offer; monitor,Low tenure (early lifecycle); Low service engagement
Female,0,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05,1-2yr,2,0.3986503544808807,High,Priority retention offer + contract/autopay push,Month-to-month contract; Electronic check payment
Male,0,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.5,568.2,0-1yr,1,0.32240801300140515,Low,No offer; monitor,Month-to-month contract; Low service engagement
Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,1900.25,1-2yr,3,0.21908563245204052,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,159.15,0-1yr,1,0.39247821600447885,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,8012.75,4-6yr,5,0.0691078649288389,Low,No offer; monitor,Fiber optic internet; High monthly charges
Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,856.65,0-1yr,1,0.7890124114633751,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.55,551.3,0-1yr,2,0.2794195201179943,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract
Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,184.95,0-1yr,0,0.09426744624348152,Low,No offer; monitor,Low service engagement
Female,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,2-4yr,4,0.45153746846421444,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; High monthly charges
Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,62.1,1096.65,1-2yr,2,0.07338581382070444,Medium,Low-cost nudge + service engagement bundle,No dominant driver flagged
Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,2-4yr,4,0.38284761493456354,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; High monthly charges
Male,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.8,1752.45,1-2yr,4,0.6306234405046316,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.6,7210.85,4-6yr,5,0.1195716626736366,Low,No offer; monitor,Fiber optic internet; High monthly charges
Male,0,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.9,5264.5,4-6yr,6,0.024545730950963563,Low,No offer; monitor,High monthly charges
Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3,1-2yr,3,0.4438308324767619,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; High monthly charges
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.4,24.4,0-1yr,0,0.672187954012616,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,433.95,0-1yr,0,0.5063040441071552,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Low tenure (early lifecycle)
Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.45,2435.15,2-4yr,2,0.30809597399997335,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.0,5607.75,4-6yr,6,0.011305382658249768,Low,No offer; monitor,High monthly charges
Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.45,2874.15,2-4yr,2,0.4164051506298025,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,4-6yr,3,0.13202722668687839,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; High monthly charges
Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.1,964.35,0-1yr,3,0.5838074766152708,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.75,1974.8,2-4yr,0,0.3969021187800623,High,Priority retention offer + contract/autopay push,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1460.85,4-6yr,0,0.0022776770796376763,High,Priority retention offer + contract/autopay push,Low service engagement
Male,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,951.55,2-4yr,0,0.009433730453255617,High,Priority retention offer + contract/autopay push,Low service engagement
Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,74.8,1821.2,1-2yr,3,0.08906004073213039,Low,No offer; monitor,No dominant driver flagged
Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,1600.95,4-6yr,0,0.009963615053821371,Medium,Low-cost nudge + service engagement bundle,Low service engagement
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,399.25,0-1yr,3,0.7144302383681721,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Low tenure (early lifecycle)
Male,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1218.55,0-1yr,3,0.7937791279041979,High,Priority retention offer + contract/autopay push,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,81.7,0-1yr,1,0.70509943915687,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.25,2171.15,2-4yr,0,0.306469385929816,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.1,3634.8,2-4yr,5,0.42468625206372945,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,292.4,1-2yr,0,0.022552720354669032,Low,No offer; monitor,Low service engagement
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.15,317.25,0-1yr,1,0.7489024418363109,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,218.55,1-2yr,0,0.04103366030893295,Low,No offer; monitor,Low service engagement
Female,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.4,5071.9,4-6yr,4,0.02586646673612321,Low,No offer; monitor,No dominant driver flagged
Male,0,Yes,Yes,23,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),57.2,1423.35,1-2yr,2,0.029724752804807585,Medium,Low-cost nudge + service engagement bundle,No dominant driver flagged
Male,0,Yes,No,55,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,58.6,3068.6,4-6yr,3,0.01570109389574842,Low,No offer; monitor,Electronic check payment
Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,94.8,4690.65,4-6yr,3,0.1849031505014937,Medium,Low-cost nudge + service engagement bundle,Fiber optic internet; Electronic check payment; High monthly charges
Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),102.5,6157.6,4-6yr,4,0.18515031436799825,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,1442.65,4-6yr,0,0.0072545338903596615,Low,No offer; monitor,Low service engagement
Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.9,3369.05,2-4yr,1,0.4625017621475665,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.2,4671.65,4-6yr,4,0.009206675486181481,Low,No offer; monitor,No dominant driver flagged
Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,3474.05,2-4yr,2,0.6504591094673372,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,1-2yr,3,0.38109192874956593,Medium,Low-cost nudge + service engagement bundle,Fiber optic internet; Electronic check payment; High monthly charges
Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,272.35,1-2yr,0,0.020756278078729425,Medium,Low-cost nudge + service engagement bundle,Low service engagement
Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.5,3645.05,2-4yr,2,0.32993313559728443,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; High monthly charges
Female,0,No,No,4,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,35.0,135.75,0-1yr,2,0.37518548558590875,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle)
Female,0,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1319.85,1-2yr,2,0.0787016762199751,Low,No offer; monitor,Month-to-month contract; Electronic check payment
Female,0,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,229.4,0-1yr,3,0.6168753967583159,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle)
Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,0-1yr,2,0.5893906468092718,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.1,69.1,0-1yr,0,0.6219114191877467,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Low tenure (early lifecycle)
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.2,5714.2,4-6yr,5,0.007382160358915505,Low,No offer; monitor,High monthly charges
Female,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.3,1233.25,1-2yr,1,0.1597095252065371,High,Priority retention offer + contract/autopay push,Month-to-month contract; Low service engagement
Female,0,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.35,3571.6,2-4yr,5,0.02538263143574836,Medium,Low-cost nudge + service engagement bundle,High monthly charges
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,83.3,0-1yr,0,0.18140468826733347,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.2,8035.95,4-6yr,6,0.10803335446484331,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,579.4,2-4yr,0,0.020268376702322816,Medium,Low-cost nudge + service engagement bundle,Low service engagement
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,0-1yr,0,0.7696508546736439,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.45,3066.45,2-4yr,4,0.42834352564049316,Low,No offer; monitor,Fiber optic internet; Electronic check payment; High monthly charges
Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.95,305.55,0-1yr,1,0.5891499657906974,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Low tenure (early lifecycle)
Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.95,7634.25,4-6yr,5,0.1213745072730776,Low,No offer; monitor,Fiber optic internet; Electronic check payment; High monthly charges
Male,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.75,3653.0,2-4yr,2,0.5333531897688645,High,Priority retention offer + contract/autopay push,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.0,241.3,0-1yr,2,0.5641234453551015,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,79.65,3870.3,2-4yr,4,0.02959187719061355,Low,No offer; monitor,Electronic check payment
Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,387.9,1-2yr,0,0.02886472890079925,Low,No offer; monitor,Low service engagement
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,527.5,2-4yr,0,0.03558756143415549,Low,No offer; monitor,Low service engagement
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.45,78.45,0-1yr,1,0.7510863579729655,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,48,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.8,2104.55,2-4yr,3,0.13308622725182137,Low,No offer; monitor,Month-to-month contract; Electronic check payment
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,0-1yr,0,0.20336988232161712,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,19.2,0-1yr,0,0.26929071298968893,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Female,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.05,3019.1,2-4yr,2,0.1469590919172463,Medium,Low-cost nudge + service engagement bundle,Fiber optic internet; Electronic check payment; High monthly charges
Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107.35,7051.95,4-6yr,5,0.19036856908321628,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,0,Yes,No,26,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),47.85,1190.5,2-4yr,4,0.11220971421616324,Low,No offer; monitor,No dominant driver flagged
Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.8,4448.8,4-6yr,4,0.015937108983965213,High,Priority retention offer + contract/autopay push,No dominant driver flagged
Male,0,No,No,10,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.5,255.25,0-1yr,1,0.37968379112677886,Low,No offer; monitor,Month-to-month contract; Low service engagement
Female,0,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.75,146.9,0-1yr,3,0.5536967307101042,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Male,1,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,1-2yr,2,0.22274493108589274,High,Priority retention offer + contract/autopay push,Month-to-month contract
Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.55,1714.95,4-6yr,0,0.005420780073247309,Low,No offer; monitor,Low service engagement
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.45,762.5,0-1yr,1,0.8012222885216553,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,535.35,2-4yr,0,0.0518047278419553,High,Priority retention offer + contract/autopay push,Month-to-month contract; Low service engagement
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.55,75.55,0-1yr,1,0.6483423034186274,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,338.9,0-1yr,1,0.7951590823094974,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,1,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,2497.35,2-4yr,4,0.06535182115703637,Low,No offer; monitor,No dominant driver flagged
Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.3,6273.4,4-6yr,3,0.1438405252330022,Low,No offer; monitor,Fiber optic internet; Electronic check payment; High monthly charges
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,0-1yr,0,0.7263925059930504,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.3,908.75,1-2yr,1,0.15597192854970815,Low,No offer; monitor,Month-to-month contract; Low service engagement
Male,1,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.8,4913.3,4-6yr,3,0.6291942250722032,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.3,46.3,0-1yr,0,0.35774736605593105,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,212.3,0-1yr,0,0.030632293261122732,Low,No offer; monitor,Low service engagement
Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4443.45,2-4yr,4,0.5149689730129131,High,Priority retention offer + contract/autopay push,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.0,316.2,0-1yr,0,0.2135036840487987,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low service engagement
Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,1079.05,4-6yr,0,0.005354637161772693,Low,No offer; monitor,Low service engagement
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,564.65,0-1yr,0,0.7319669318866532,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
